kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
K07639.01,FALSE POSITIVE,1.05569286,1.289,37.5,0.45,898.72,1395.0,0.131,7.1,4955.0,4.561,0.751,13.203
K00627.01,CONFIRMED,7.75192755,3.5413,407.3,1.89,124.47,852.0,0.546,77.3,5604.0,4.52,0.912,13.307
K00679.01,CONFIRMED,31.80475991,8.699,360.6,2.99,45.9,664.0,0.87,73.4,5867.0,4.235,1.356,13.178
K00679.02,CONFIRMED,16.2580276,6.375,47.0,0.92,112.41,830.0,0.131,11.5,5867.0,4.235,1.356,13.178
K00680.01,CONFIRMED,8.600153929,9.0015,4510.2,26.52,1986.75,1703.0,0.296,1208.1,6093.0,3.475,3.913,13.643
K00009.01,FALSE POSITIVE,3.719809197,3.5317,2958.2,87.21,2912.21,1873.0,1.279,373.9,6284.0,3.813,2.348,13.123
K07633.01,FALSE POSITIVE,0.73975345,4.2,481.8,2.09,2580.0,1818.0,0.525,86.2,5271.0,4.436,0.935,15.141
K00106.01,FALSE POSITIVE,1.612249049,4.235,154.0,50.98,12788.25,2713.0,1.171,45.4,6732.0,3.793,2.569,12.775
K00681.01,FALSE POSITIVE,44.258173075,7.58264,20541.7,37.38,120.38,845.0,0.815,1282.3,6544.0,3.839,2.326,13.204
K04062.01,FALSE POSITIVE,3.05933906,1.7332,1169.2,36.0,999.16,1434.0,1.259,37.7,6238.0,4.337,1.116,14.077
K04063.01,FALSE POSITIVE,0.624677585,2.411,37.3,1.28,87591.59,4391.0,0.522,31.0,9653.0,4.191,1.996,12.789
K04064.01,FALSE POSITIVE,0.759763198,3.083,202.5,1.2,2227.19,1752.0,0.571,30.8,5520.0,4.572,0.818,15.916
K04065.01,FALSE POSITIVE,372.37369,12.33,666.1,2.68,1.2,267.0,0.3052,15.6,6109.0,4.455,1.029,15.423
K04066.01,CONFIRMED,126.55719,8.079,366.4,4.59,17.85,524.0,0.965,24.8,6501.0,4.054,1.854,13.666
K04135.01,FALSE POSITIVE,12.435190544,3.8305,71.9,0.52,20.93,545.0,0.321,4.8,4756.0,4.676,0.62,14.844
K02289.02,CONFIRMED,20.0983676,5.207,157.8,1.58,85.34,775.0,0.02,20.9,6053.0,4.279,1.26,13.358
K07646.01,FALSE POSITIVE,85.112898,2.503,513.8,2.21,7.48,422.0,0.033,8.0,6018.0,4.485,0.975,15.681
K04136.01,CANDIDATE,2.41750021,4.33,58.2,1.19,1221.36,1507.0,0.895,15.2,5575.0,4.189,1.308,13.955
K04136.02,CANDIDATE,4.03357434,5.886,66.2,1.23,616.04,1270.0,0.855,15.5,5575.0,4.189,1.308,13.955
K04137.01,FALSE POSITIVE,0.504426087,1.6276,614.5,33.96,7077.76,2339.0,1.321,81.7,6043.0,4.452,0.901,15.213
K02220.04,CANDIDATE,7.66462913,3.614,114.1,1.6,353.31,1106.0,0.216,13.2,5640.0,4.087,1.515,14.686
K04067.01,CONFIRMED,9.6887216,2.0,655.5,3.09,250.25,1014.0,0.118,18.1,6457.0,4.358,1.196,14.158
K04068.01,CONFIRMED,19.597317,4.508,1014.1,3.78,47.9,671.0,0.87,23.7,5569.0,4.368,1.019,15.412
K04069.01,CONFIRMED,13.06243545,3.244,464.3,1.36,18.25,527.0,0.128,21.4,4522.0,4.615,0.655,14.885
K04070.01,FALSE POSITIVE,0.793663156,0.8244,186.2,1.14,1600.85,1614.0,0.4,23.7,5077.0,4.533,0.825,14.549
K04138.01,FALSE POSITIVE,2.81401302,5.801,55.7,1.51,2081.51,1723.0,0.567,33.8,5541.0,3.869,1.967,12.511
K04139.01,CONFIRMED,3.74031708,2.394,165.6,1.38,646.81,1287.0,0.277,15.6,6260.0,4.433,1.063,15.331
K07650.01,FALSE POSITIVE,0.851678507,2.028,67.9,0.85,2698.28,1840.0,0.418,9.1,5403.0,4.389,1.029,15.25
K04140.01,FALSE POSITIVE,205.30627,7.86,671.0,2.48,2.29,314.0,0.1543,6.4,6045.0,4.494,0.955,15.971
K04141.01,FALSE POSITIVE,0.978046982,2.6137,838.8,129.67,23083.37,3146.0,1.227,105.2,5100.0,3.368,4.569,13.211
K04142.01,FALSE POSITIVE,1.332566763,4.001,384.9,1.49,713.45,1318.0,0.474,18.2,5134.0,4.599,0.752,16.49
K04071.01,FALSE POSITIVE,1.89131005,5.687,155.6,6.4,1507.16,1590.0,1.035,18.7,5706.0,4.255,1.12,15.157
K04072.01,CONFIRMED,0.692978457,1.1366,61.0,2.24,24240.83,3186.0,0.938,20.9,6105.0,3.805,2.304,13.447
K04073.01,FALSE POSITIVE,87.140633,18.11,,,11.37,,,,,,,15.149
K04074.01,FALSE POSITIVE,185.53285,31.46,877.0,28.39,1.96,302.0,1.2682,19.9,5817.0,4.544,0.87,15.692
K04075.01,FALSE POSITIVE,0.885131111,3.377,93.2,0.9,2579.83,1818.0,0.715,23.4,5904.0,4.543,0.867,14.549
K04143.01,FALSE POSITIVE,1.85447373,2.665,306.8,1.33,527.79,1221.0,0.514,18.9,5341.0,4.609,0.743,15.699
K04144.01,CANDIDATE,0.487656278,1.0129,109.8,0.99,6647.8,2299.0,0.037,25.1,5957.0,4.506,0.937,14.374
K07642.01,FALSE POSITIVE,0.502622858,3.085,146.0,1.41,8838.66,2478.0,0.693,41.1,6029.0,4.385,1.098,14.564
K02298.02,CONFIRMED,31.8055128,3.979,141.7,0.63,4.84,378.0,0.476,10.9,4729.0,4.726,0.525,13.831
K04145.01,CANDIDATE,3.25424652,5.378,82.1,0.96,521.81,1220.0,0.665,18.3,5692.0,4.421,1.004,14.359
K04146.01,CONFIRMED,3.50472344,1.9464,90.7,0.8,254.49,1019.0,0.309,18.4,5115.0,4.477,0.854,13.632
K04076.01,CONFIRMED,124.827797,6.479,647.5,2.57,3.56,350.0,0.096,17.1,5349.0,4.353,1.032,15.259
K02220.05,CANDIDATE,11.9294568,3.193,132.3,1.05,95.42,797.0,0.3789,11.7,5975.0,4.48,0.9,14.686
K04077.01,FALSE POSITIVE,0.786260569,4.556,877.1,15.72,477.45,1192.0,1.226,246.0,4223.0,4.681,0.557,14.04
K04078.01,FALSE POSITIVE,0.597934463,3.1225,515.0,23.2,4834.45,2126.0,1.224,72.2,6052.0,4.539,0.863,15.248
K04079.01,FALSE POSITIVE,360.76458,21.22,383.7,60.3,0.52,216.0,1.7475,10.0,5513.0,4.616,0.724,14.659
K04147.01,FALSE POSITIVE,2.15292788,3.043,41.4,1.02,2708.61,1841.0,0.45,21.5,5851.0,3.969,1.555,12.643
K04148.01,FALSE POSITIVE,2.61585431,6.519,169.8,1.28,803.03,1358.0,0.577,26.9,6131.0,4.497,0.945,15.181
K04149.01,CANDIDATE,9.54699216,5.063,143.0,1.71,232.24,996.0,0.879,17.4,6274.0,4.357,1.232,14.718
K04149.02,CANDIDATE,14.708641,5.394,130.6,1.82,130.5,862.0,0.96,12.8,6274.0,4.357,1.232,14.718
K04150.01,CONFIRMED,31.3351094,6.071,264.9,1.99,46.53,666.0,0.706,16.7,6404.0,4.393,1.142,14.681
K04080.01,FALSE POSITIVE,1.061002863,1.962,142.4,1.06,1883.03,1679.0,0.337,15.7,5767.0,4.538,0.881,15.213
K04081.01,FALSE POSITIVE,363.35755,19.85,395.3,3.45,2.05,305.0,0.0406,13.9,5086.0,3.89,1.783,14.661
K04082.01,FALSE POSITIVE,0.924821319,2.594,122.4,1.1,3514.31,1963.0,0.401,24.3,6135.0,4.455,0.974,15.293
K04083.01,FALSE POSITIVE,4.4697452,5.33,241.5,2.43,574.11,1248.0,0.982,33.8,6102.0,4.316,1.125,13.726
K04084.01,CONFIRMED,214.881456,9.581,759.2,2.68,1.59,286.0,0.023,16.1,5323.0,4.378,0.995,15.188
K04154.02,FALSE POSITIVE,122.906853,15.97,819.7,3.55,3.08,338.0,0.974,19.9,5692.0,4.547,0.866,15.593
K04155.01,FALSE POSITIVE,12.422216754,6.5533,54.5,0.8,131.73,864.0,0.056,11.0,6231.0,4.424,1.084,13.598
K04156.01,CONFIRMED,4.85018974,5.676,64.5,1.1,344.04,1098.0,0.985,15.8,6032.0,4.485,0.973,13.809
K07651.01,FALSE POSITIVE,383.43595,11.059,1228.0,2.53,0.5,214.0,0.025,14.1,5576.0,4.615,0.729,15.27
K04157.01,CONFIRMED,3.82315697,2.388,47.2,0.77,638.38,1282.0,0.064,8.9,6202.0,4.422,1.122,12.692
K04158.01,FALSE POSITIVE,0.842336445,1.519,80.1,0.9,3367.24,1941.0,0.266,8.8,5765.0,4.415,0.998,13.319
K00142.02,FALSE POSITIVE,339.42934084,7.5,,,,,,,,,,13.113
K00255.02,CANDIDATE,13.6032081,2.592,180.5,0.75,5.85,397.0,0.777,9.4,3780.0,4.746,0.511,15.108
K04085.01,FALSE POSITIVE,0.914468919,2.695,3426.3,36.84,2978.16,1884.0,1.271,189.0,5762.0,4.415,0.989,14.582
K04086.01,FALSE POSITIVE,1.54039744,1.787,127.6,1.08,1267.95,1520.0,0.723,7.0,5649.0,4.421,0.884,14.608
K02243.02,CONFIRMED,8.45805119,2.998,258.7,2.52,367.05,1117.0,0.697,18.3,6172.0,4.198,1.471,14.806
K04087.01,CONFIRMED,101.1107014,8.029,878.1,1.61,0.65,229.0,0.046,24.1,4133.0,4.705,0.561,15.134
K04088.01,FALSE POSITIVE,0.907943645,1.9144,1028.9,49.37,5715.61,2219.0,1.356,53.7,6434.0,4.354,1.166,13.819
K04163.01,FALSE POSITIVE,94.446856,7.502,436.4,7.13,32.93,611.0,0.977,20.0,5780.0,3.729,2.478,13.939
K04164.01,FALSE POSITIVE,0.92565941,1.488,30.0,0.88,7600.86,2383.0,0.042,11.2,6058.0,4.135,1.612,12.6
K04165.01,FALSE POSITIVE,0.537110149,1.7976,92.0,32.19,24545.75,3195.0,1.106,41.1,5395.0,3.739,2.537,13.078
K04166.01,CONFIRMED,9.84262076,1.6018,626.4,2.41,97.62,801.0,0.234,16.8,5585.0,4.49,0.972,15.308
K04167.01,FALSE POSITIVE,2.99194823,4.39,99.6,0.78,255.16,1019.0,0.71,18.2,5269.0,4.62,0.727,14.395
K00435.05,CONFIRMED,62.3026877,7.509,859.3,3.05,10.05,454.0,0.712,45.0,5688.0,4.415,0.971,14.534
K02175.02,CONFIRMED,72.3826983,8.279,366.4,4.21,25.83,575.0,0.791,29.5,5508.0,3.897,1.988,12.848
K04019.01,FALSE POSITIVE,360.33012,15.16,1022.0,2.34,0.38,200.0,0.3698,12.2,5054.0,4.606,0.74,15.892
K04020.01,FALSE POSITIVE,0.566803149,1.643,246.0,1.93,7612.11,2380.0,0.822,52.6,6147.0,4.435,1.096,14.65
K07652.01,FALSE POSITIVE,15.3466028,4.966,238.5,3.64,480.12,1194.0,0.591,13.0,6771.0,3.934,2.259,14.335
K04021.01,CANDIDATE,7.23531329,3.338,112.2,1.53,501.36,1207.0,0.326,14.0,6422.0,4.219,1.421,13.166
K04089.01,FALSE POSITIVE,0.531106622,3.0293,5133.6,7.54,2371.49,1781.0,0.94,286.2,4978.0,4.539,0.762,15.169
K04090.01,FALSE POSITIVE,1.332547503,4.521,130.3,1.23,2062.92,1719.0,0.746,25.5,6077.0,4.471,0.999,15.164
K04091.01,CONFIRMED,225.585245,11.166,754.9,3.71,3.48,348.0,0.066,18.6,5929.0,4.243,1.363,14.9
K04092.01,CONFIRMED,24.4972683,5.43,449.1,2.74,64.25,722.0,0.817,19.5,6392.0,4.399,1.162,15.152
K07643.01,FALSE POSITIVE,4.20253859,5.389,31.5,0.71,394.08,1136.0,0.937,8.8,5596.0,4.343,1.015,13.598
K04093.01,FALSE POSITIVE,0.535578808,1.7973,193.6,33.97,16161.27,2870.0,1.225,38.3,6610.0,4.264,1.313,13.94
K04151.01,FALSE POSITIVE,0.89486317,2.657,172.0,1.19,2296.25,1764.0,0.65,16.1,5764.0,4.548,0.863,15.863
K04152.01,CANDIDATE,64.1862264,8.485,507.3,8.0,116.97,839.0,0.968,18.6,6951.0,3.766,2.758,12.972
K04153.01,CONFIRMED,4.62602867,0.643,346.9,1.65,247.34,1012.0,0.739,14.7,5834.0,4.566,0.797,14.667
K02303.02,CONFIRMED,8.93484887,2.579,135.9,1.83,377.25,1124.0,0.888,9.7,6688.0,4.304,1.347,13.827
K07647.01,FALSE POSITIVE,7.04716175,2.693,150.8,1.1,105.1,817.0,0.856,9.4,5496.0,4.592,0.776,15.13
K04154.01,FALSE POSITIVE,368.71479,16.46,1210.0,91.06,0.73,236.0,1.9265,10.9,5716.0,4.544,0.872,15.593
K04021.02,CANDIDATE,4.93211932,3.144,50.5,1.02,837.01,1372.0,0.034,7.5,6422.0,4.219,1.421,13.166
K04022.01,CANDIDATE,4.85819429,5.356,76.3,2.04,1904.91,1685.0,0.086,25.2,6109.0,3.78,2.326,13.269
K04023.01,FALSE POSITIVE,119.0192648,8.1,1977.0,4.44,3.53,350.0,0.79,31.1,5754.0,4.534,0.905,15.644
K04024.01,CONFIRMED,8.40693068,1.866,167.1,1.95,285.67,1048.0,0.015,6.8,5365.0,4.02,1.533,13.801
K07644.01,CANDIDATE,3.39904814,2.922,69.6,0.81,477.15,1191.0,0.596,8.1,5766.0,4.444,0.929,14.803
K04025.01,FALSE POSITIVE,0.974479091,1.866,221.2,1.19,1239.32,1513.0,0.224,25.3,5043.0,4.502,0.819,14.655
K04094.01,FALSE POSITIVE,3.57017774,4.473,79.6,57.36,331478.01,6119.0,0.094,8.9,3812.0,0.93,69.001,13.334
K04095.01,FALSE POSITIVE,1.10601182,2.577,52.9,0.77,3093.39,1903.0,0.532,15.5,6241.0,4.45,1.031,14.363
K04096.01,FALSE POSITIVE,6.873655305,3.5415,181.3,1.21,159.51,906.0,0.08,3.4,5668.0,4.492,0.912,14.046
K02250.02,CONFIRMED,0.626281766,1.1812,433.1,1.76,2011.27,1711.0,0.553,31.0,4922.0,4.505,0.823,15.622
K07648.01,CANDIDATE,1.183505016,1.275,116.6,0.8,658.87,1293.0,0.403,10.0,4832.0,4.592,0.746,15.424
K04097.01,CONFIRMED,2.790643481,0.6871,202.0,0.99,104.74,816.0,0.787,20.2,4353.0,4.681,0.603,13.435
K04159.01,CONFIRMED,0.971915957,1.6023,73.7,0.79,1591.27,1609.0,0.592,16.7,5196.0,4.458,0.889,14.5
K04160.01,CONFIRMED,3.03196812,1.723,81.5,0.9,614.2,1269.0,0.287,15.8,5755.0,4.402,0.993,13.421
K04161.01,FALSE POSITIVE,1.2940561,0.97,51.2,5.27,93976.84,4465.0,0.394,6.4,6635.0,3.092,7.146,12.855
K04162.01,FALSE POSITIVE,0.53936593,5.434,145.0,9.19,149399.93,5016.0,0.988,57.6,6341.0,3.301,5.302,12.915
K07640.01,FALSE POSITIVE,0.643703667,0.801,172.0,1.48,7305.66,2358.0,0.036,40.3,6161.0,4.362,1.114,13.791
K02357.02,CANDIDATE,15.9042402,2.093,444.8,3.79,131.11,863.0,0.876,13.3,5583.0,4.077,1.53,15.61
K04026.01,FALSE POSITIVE,0.735146413,5.053,275.4,168.34,195250.9,5366.0,1.192,78.0,6611.0,3.112,7.435,12.855
K04027.01,FALSE POSITIVE,0.827351796,2.1885,44.7,0.9,5583.73,2208.0,0.544,30.6,5609.0,4.141,1.31,12.9
K02193.02,CANDIDATE,4.16288745,0.678,391.7,1.32,80.23,763.0,0.4265,12.0,4478.0,4.615,0.651,15.658
K04028.01,FALSE POSITIVE,0.618952198,2.8244,8324.1,4.96,14.29,497.0,1.282,259.3,2661.0,5.283,0.116,13.593
K04029.01,FALSE POSITIVE,1.31723412,7.284,422.7,125.56,211468.1,5471.0,1.07,78.4,6740.0,2.816,12.08,13.449
K04097.02,CANDIDATE,4.44902309,1.373,88.9,0.55,56.19,699.0,0.034,10.4,4353.0,4.681,0.603,13.435
K04098.01,CANDIDATE,1.121733366,1.032,84.3,2.39,7641.15,2384.0,0.464,13.6,5023.0,3.682,2.571,13.875
K04099.01,CONFIRMED,4.95060632,1.719,309.5,1.28,145.23,885.0,0.458,17.4,5431.0,4.623,0.717,15.309
K04100.01,FALSE POSITIVE,379.08202,33.87,1609.1,23.99,0.97,253.0,1.181,23.2,5982.0,4.493,0.96,15.813
K04101.01,FALSE POSITIVE,366.31509,12.41,336.0,2.87,3.65,353.0,0.4314,13.0,6705.0,4.16,1.524,13.974
K04168.01,FALSE POSITIVE,0.536544193,2.918,159.5,0.9,2199.75,1745.0,0.267,25.3,5041.0,4.597,0.728,15.89
K04169.01,CONFIRMED,1.005205893,1.63,97.5,0.85,1893.23,1682.0,0.137,15.0,5718.0,4.549,0.863,14.658
K04170.01,FALSE POSITIVE,43.796785,18.84,256.3,20.79,20.4,542.0,1.187,21.2,6109.0,4.432,0.941,14.372
K04171.01,FALSE POSITIVE,0.952371227,3.926,352.5,21.96,2885.01,1870.0,1.2,42.6,6086.0,4.511,0.921,15.868
K04172.01,FALSE POSITIVE,1.089088292,1.8599,141.7,1.28,3167.63,1914.0,0.291,1.8,6194.0,4.445,1.069,15.693
K02360.02,FALSE POSITIVE,1.1518407,2.53,,,,,,,,,,15.206
K04030.01,FALSE POSITIVE,7.7553808,22.321,839.6,22.2,107.76,822.0,1.235,55.9,5607.0,4.539,0.766,15.553
K04031.01,FALSE POSITIVE,0.730949487,2.367,87.3,1.27,6730.38,2311.0,0.86,15.8,6238.0,4.365,1.191,14.184
K04032.01,CONFIRMED,3.95116635,2.566,60.9,0.83,427.07,1160.0,0.374,20.4,5574.0,4.354,1.065,12.639
K04032.02,CONFIRMED,2.89223998,2.521,44.3,0.7,647.55,1287.0,0.017,17.3,5574.0,4.354,1.065,12.639
K04033.01,FALSE POSITIVE,0.991552822,1.135,607.2,37.93,10148.8,2558.0,1.158,17.3,5908.0,3.888,1.862,11.968
K04102.01,FALSE POSITIVE,1.89124187,4.415,105.8,0.93,698.9,1312.0,0.198,20.8,5285.0,4.474,0.927,14.486
K07641.01,CANDIDATE,3.79437277,2.289,83.2,1.36,865.53,1383.0,0.05,7.7,5455.0,4.025,1.507,14.816
K04103.01,CONFIRMED,184.77271,9.568,951.4,2.41,1.21,268.0,0.04,21.0,5273.0,4.566,0.801,14.838
K04104.01,FALSE POSITIVE,392.49728,10.53,1062.0,2.82,0.68,232.0,0.1658,14.5,5737.0,4.544,0.872,15.814
K04105.01,CANDIDATE,363.41165,14.79,961.7,3.14,1.12,263.0,0.3923,17.4,6025.0,4.472,0.999,15.445
K02257.02,CONFIRMED,59.284064,5.42,424.4,1.81,6.14,401.0,0.556,13.1,5225.0,4.505,0.859,15.48
K04034.01,CONFIRMED,6.96704926,3.73,213.7,6.14,2341.58,1774.0,0.906,18.6,6303.0,3.595,3.53,13.487
K04035.01,FALSE POSITIVE,8.8109721,4.822,24048.0,47.94,142.58,881.0,1.227,26.0,5780.0,4.438,1.0,18.533
K04036.01,CONFIRMED,168.81133,6.582,614.4,1.69,0.8,241.0,0.083,15.3,4798.0,4.62,0.707,14.061
K02194.02,CONFIRMED,67.968656,7.948,321.8,1.71,9.09,443.0,0.317,27.3,5670.0,4.387,0.95,13.865
K04037.01,CANDIDATE,215.956008,10.425,392.7,3.36,4.03,361.0,0.959,23.3,6163.0,4.27,1.313,12.853
K04038.01,FALSE POSITIVE,2.15681538,5.115,106.5,1.06,1114.9,1473.0,0.615,22.6,6084.0,4.45,0.983,14.758
K04106.01,FALSE POSITIVE,0.708563091,6.347,414.5,15.38,1501.41,1587.0,1.196,90.8,5271.0,4.669,0.648,15.017
K07645.01,CANDIDATE,2.00870696,4.87,53.5,0.55,542.87,1232.0,0.194,12.2,5341.0,4.526,0.759,12.334
K04107.01,FALSE POSITIVE,366.24282,15.76,733.7,2.4,0.75,237.0,0.235,18.2,5713.0,4.541,0.893,15.501
K04108.01,FALSE POSITIVE,1.33256418,4.701,162.3,0.81,602.26,1262.0,0.559,20.7,5157.0,4.641,0.62,15.86
K04109.01,CANDIDATE,0.655939788,1.318,73.0,1.48,7986.43,2411.0,0.301,18.7,4968.0,3.924,1.755,14.511
K04110.01,FALSE POSITIVE,12.4258833,24.83,93.6,2.19,242.04,1006.0,0.982,34.4,5611.0,3.933,1.632,13.369
K04039.01,FALSE POSITIVE,1.387838134,2.252,136.8,1.24,2378.53,1783.0,0.38,20.4,6273.0,4.442,1.044,15.167
K04040.01,FALSE POSITIVE,0.678349364,3.092,486.0,19.06,2737.73,1844.0,1.187,12.0,5569.0,4.566,0.829,14.261
K04041.01,FALSE POSITIVE,1.022028468,8.866,1344.5,26.91,1755.39,1649.0,1.247,184.5,5445.0,4.456,0.855,14.592
K04042.01,FALSE POSITIVE,0.72359699,1.326,495.6,6.73,114645.28,4699.0,0.608,14.8,8855.0,3.818,2.858,14.338
K04043.01,FALSE POSITIVE,1.6156052,14.55,1582.0,34.69,5539.33,2202.0,1.149,253.1,6770.0,4.15,1.623,13.391
K04111.01,FALSE POSITIVE,1.8913182,4.374,202.3,0.9,221.36,983.0,0.439,17.6,4476.0,4.627,0.633,15.171
K07649.01,FALSE POSITIVE,494.165759,2.239,1440.0,4.5,1.17,265.0,0.41,7.4,6392.0,4.399,1.162,15.404
K04112.01,FALSE POSITIVE,2.43585046,2.088,60.5,2.6,9880.82,2544.0,0.471,14.9,6501.0,3.613,3.247,13.464
K04113.01,FALSE POSITIVE,1.33255441,3.828,106.7,1.12,2180.2,1743.0,0.649,15.1,6099.0,4.456,1.028,15.708
K04114.01,FALSE POSITIVE,359.1015,11.461,496.5,2.37,1.56,285.0,0.317,12.9,6373.0,4.438,1.047,14.821
K04115.01,FALSE POSITIVE,0.941840589,5.06,388.3,27.05,5547.35,2200.0,1.198,23.0,6419.0,4.33,1.142,13.956
K04044.01,FALSE POSITIVE,1.728521892,3.361,92.2,1.19,1869.82,1678.0,0.719,30.2,5872.0,4.282,1.157,12.861
K04045.01,FALSE POSITIVE,1.89125855,5.415,67.9,0.81,1839.74,1671.0,0.677,24.8,6569.0,4.41,0.927,13.517
K04046.01,FALSE POSITIVE,8.65312868,3.376,508.6,20.38,127.5,857.0,1.185,22.6,5880.0,4.525,0.893,15.534
K02195.02,CONFIRMED,30.0899459,6.654,242.6,2.25,44.79,660.0,0.907,16.6,6056.0,4.332,1.209,14.881
K04047.01,FALSE POSITIVE,1.39862757,9.625,45.5,2.39,38048.23,3562.0,0.617,59.6,7872.0,3.732,3.367,11.915
K00435.06,CONFIRMED,9.91937693,4.326,186.7,1.32,116.43,838.0,0.163,18.8,5688.0,4.415,0.971,14.534
K07671.01,FALSE POSITIVE,0.918510251,2.587,52.6,1.77,14485.22,2795.0,0.622,20.3,5837.0,3.791,2.338,13.815
K02263.02,CONFIRMED,9.47850818,6.154,184.6,1.47,189.14,946.0,0.112,26.7,6249.0,4.428,1.076,14.456
K04116.01,FALSE POSITIVE,0.783258387,2.2926,328.5,1.28,1395.69,1559.0,0.2514,28.5,5067.0,4.565,0.715,15.729
K04117.01,CONFIRMED,4.24263096,2.582,187.6,1.1,174.24,926.0,0.201,15.9,5072.0,4.521,0.825,14.955
K04118.01,FALSE POSITIVE,1.231363214,5.8101,4774.7,10.75,1973.12,1699.0,0.969,112.7,5780.0,4.438,1.0,17.661
K04119.01,FALSE POSITIVE,0.755101928,3.044,119.8,0.91,2287.46,1763.0,0.464,18.1,5465.0,4.535,0.819,15.443
K04048.01,FALSE POSITIVE,4.56447463,6.415,208.4,1.13,156.74,902.0,0.508,42.6,5270.0,4.596,0.77,14.34
K04049.01,FALSE POSITIVE,1.027904857,1.6381,2381.2,30.48,1769.2,1653.0,1.261,117.8,5432.0,4.446,0.872,15.32
K04050.01,FALSE POSITIVE,367.95566,21.877,1414.1,3.62,0.27,183.0,0.957,13.7,4723.0,4.611,0.696,15.964
K04051.01,CONFIRMED,163.692336,6.853,1138.0,2.75,1.34,274.0,0.028,21.0,4999.0,4.49,0.843,15.031
K04052.01,FALSE POSITIVE,1.106529843,6.258,319.5,1.91,1746.73,1649.0,0.974,69.2,5932.0,4.58,0.798,15.144
K07672.01,FALSE POSITIVE,111.741576,3.83,238.8,6.88,49.4,676.0,0.057,9.9,5267.0,3.338,4.525,13.075
K04120.01,CANDIDATE,110.461746,12.46,331.2,1.93,7.34,420.0,0.036,15.8,6321.0,4.434,1.058,15.092
K04121.01,CONFIRMED,198.088873,7.955,1027.7,3.24,1.63,288.0,0.633,18.0,5275.0,4.397,0.969,15.717
K04122.01,FALSE POSITIVE,1.08193721,4.788,115.3,0.77,870.17,1385.0,0.168,14.4,4965.0,4.555,0.736,15.471
K04123.01,CANDIDATE,44.6226725,12.974,131.9,1.73,33.39,613.0,0.931,20.6,6198.0,4.252,1.239,13.519
K04124.01,FALSE POSITIVE,2.43142974,2.713,146.6,1.17,852.0,1378.0,0.2234,10.7,5750.0,4.364,0.965,14.539
K04053.01,CONFIRMED,1.41975831,1.429,60.9,0.85,1968.38,1700.0,0.644,8.1,5925.0,4.394,1.035,12.801
K04054.01,CONFIRMED,169.135056,8.931,640.7,2.21,1.31,273.0,0.754,24.5,5171.0,4.545,0.801,14.566
K04055.01,FALSE POSITIVE,0.73095491,2.206,29.6,0.88,12770.31,2711.0,0.415,7.5,6454.0,4.163,1.587,12.028
K04056.01,CONFIRMED,3.951383138,1.0582,405.7,23.51,324.78,1083.0,1.217,23.9,5570.0,4.458,0.899,14.368
K02195.03,CONFIRMED,6.84978728,4.919,139.2,1.83,322.19,1081.0,0.954,17.0,6056.0,4.332,1.209,14.881
K07673.01,CANDIDATE,80.769893,4.2,128.5,1.87,12.07,475.0,0.158,6.7,4965.0,3.961,1.708,13.026
K04125.01,FALSE POSITIVE,1.111362442,6.24,133.9,2.86,14894.75,2820.0,0.715,36.8,6486.0,3.872,2.308,12.845
K02287.02,CONFIRMED,28.9060526,3.099,99.0,0.79,6.94,414.0,0.863,13.3,4657.0,4.641,0.67,12.485
K04126.01,CONFIRMED,8.10503551,4.459,209.9,1.45,199.74,959.0,0.353,16.5,6201.0,4.472,0.989,15.353
K04127.01,CONFIRMED,8.82715783,2.019,368.6,1.67,95.25,797.0,0.249,11.1,5550.0,4.539,0.878,15.247
K04128.01,FALSE POSITIVE,143.196381,10.424,618.1,6.64,4.95,380.0,1.017,17.4,6007.0,4.333,1.06,14.034
K04057.01,FALSE POSITIVE,9.089151782,3.1886,110.1,4.35,2754.19,1848.0,0.043,7.1,6729.0,3.493,4.099,12.972
K04058.01,FALSE POSITIVE,1.87886973,3.876,181.9,1.04,553.59,1236.0,0.657,23.9,5448.0,4.613,0.734,13.907
K04059.01,FALSE POSITIVE,0.979161676,2.942,160.2,1.03,1357.43,1548.0,0.634,20.2,5390.0,4.591,0.78,15.278
K04060.01,CANDIDATE,225.26213,14.459,389.2,2.36,2.77,329.0,0.349,24.6,5799.0,4.276,1.191,13.841
K04061.01,FALSE POSITIVE,0.855922327,1.514,130.9,0.87,1782.11,1658.0,0.009,21.1,5437.0,4.539,0.759,14.663
K07674.01,FALSE POSITIVE,25.9528725,12.434,164.1,1.53,55.82,697.0,0.741,16.9,6370.0,4.41,1.106,13.812
K04129.01,CANDIDATE,2.31482311,2.127,58.6,0.69,554.4,1237.0,0.067,14.2,5240.0,4.428,0.923,13.506
K04130.01,FALSE POSITIVE,0.952374508,3.006,204.8,1.13,1006.13,1435.0,0.013,33.0,4754.0,4.508,0.821,15.611
K04131.01,FALSE POSITIVE,0.936751792,5.658,26.4,2.07,50168.18,3814.0,0.991,23.0,7843.0,3.829,2.909,13.205
K04132.01,FALSE POSITIVE,393.34331,9.481,1750.0,2.27,0.09,140.0,0.2607,21.2,3994.0,4.717,0.554,15.646
